ENSCAFG00000011607	MSMO1
ENSCAFG00000011611	MSL3
ENSCAFG00000011627	FRMPD4
ENSCAFG00000011644	ENSCAFG00000011644
ENSCAFG00000011662	PRPS2
ENSCAFG00000011698	TLR7
ENSCAFG00000037735	ENSCAFG00000037735
ENSCAFG00000011726	EGFL6
ENSCAFG00000032450	ENSCAFG00000032450
ENSCAFG00000011746	TCEANC
ENSCAFG00000011750	RAB9A
ENSCAFG00000011754	TRAPPC2
ENSCAFG00000011764	OFD1
ENSCAFG00000049656	ENSCAFG00000049656
ENSCAFG00000011799	GPM6B
ENSCAFG00000028737	GEMIN8
ENSCAFG00000011827	ENSCAFG00000011827
ENSCAFG00000011832	GLRA2
ENSCAFG00000011861	FANCB
ENSCAFG00000011879	MOSPD2
ENSCAFG00000011901	ASB9
ENSCAFG00000011921	ASB11
ENSCAFG00000011945	VEGFD
ENSCAFG00000011975	PIR
ENSCAFG00000012063	BMX
ENSCAFG00000012112	ACE2
ENSCAFG00000028578	ENSCAFG00000028578
ENSCAFG00000012150	CA5B
ENSCAFG00000041898	ENSCAFG00000041898
ENSCAFG00000012196	ENSCAFG00000012196
ENSCAFG00000012201	ENSCAFG00000012201
ENSCAFG00000012215	AP1S2
ENSCAFG00000012233	ENSCAFG00000012233
ENSCAFG00000012273	GRPR
ENSCAFG00000047782	ENSCAFG00000047782
ENSCAFG00000012416	CTPS2
ENSCAFG00000032533	S100G
ENSCAFG00000012594	SYAP1
ENSCAFG00000012620	TXLNG
ENSCAFG00000012688	RBBP7
ENSCAFG00000012774	REPS2
ENSCAFG00000046316	ENSCAFG00000046316
ENSCAFG00000012783	NHS
ENSCAFG00000031673	ENSCAFG00000031673
ENSCAFG00000012793	BEND2
ENSCAFG00000012800	SCML2
ENSCAFG00000012819	CDKL5
ENSCAFG00000047755	ENSCAFG00000047755
ENSCAFG00000012835	RS1
ENSCAFG00000012847	PPEF1
ENSCAFG00000012925	PHKA2
ENSCAFG00000012983	ADGRG2
ENSCAFG00000013030	PDHA1
ENSCAFG00000013057	MAP3K15
ENSCAFG00000013075	SH3KBP1
ENSCAFG00000013092	BCLAF3
ENSCAFG00000013101	MAP7D2
ENSCAFG00000049276	ENSCAFG00000049276
ENSCAFG00000013171	RPS6KA3
ENSCAFG00000032071	EIF1AX
ENSCAFG00000013228	CNKSR2
ENSCAFG00000013260	KLHL34
ENSCAFG00000013262	SMPX
ENSCAFG00000013272	MBTPS2
ENSCAFG00000013284	SMS
ENSCAFG00000013325	PHEX
ENSCAFG00000043343	ENSCAFG00000043343
ENSCAFG00000045979	ENSCAFG00000045979
ENSCAFG00000013351	PTCHD1
ENSCAFG00000013369	PRDX4
ENSCAFG00000013388	ACOT9
ENSCAFG00000029284	SAT1
ENSCAFG00000048541	ENSCAFG00000048541
ENSCAFG00000013394	CXHXorf58
ENSCAFG00000013398	KLHL15
ENSCAFG00000013425	EIF2S3
ENSCAFG00000013408	ENSCAFG00000013408
ENSCAFG00000025188	ENSCAFG00000025188
ENSCAFG00000013437	ENSCAFG00000013437
ENSCAFG00000013476	PDK3
ENSCAFG00000013493	PCYT1B
ENSCAFG00000013521	POLA1
ENSCAFG00000013545	ARX
ENSCAFG00000013550	ENSCAFG00000013550
ENSCAFG00000013554	ENSCAFG00000013554
ENSCAFG00000013570	ENSCAFG00000013570
ENSCAFG00000013579	MAGEB18
ENSCAFG00000043251	ENSCAFG00000043251
ENSCAFG00000023523	ENSCAFG00000023523
ENSCAFG00000013584	ENSCAFG00000013584
ENSCAFG00000005939	ENSCAFG00000005939
ENSCAFG00000013598	PPP4R3C
ENSCAFG00000013603	ENSCAFG00000013603
ENSCAFG00000013604	MAGEB10
ENSCAFG00000024378	ENSCAFG00000024378
ENSCAFG00000031907	ENSCAFG00000031907
ENSCAFG00000044550	ENSCAFG00000044550
ENSCAFG00000013632	IL1RAPL1
ENSCAFG00000013644	ENSCAFG00000013644
ENSCAFG00000042115	ENSCAFG00000042115
ENSCAFG00000047478	ENSCAFG00000047478
ENSCAFG00000049923	ENSCAFG00000049923
ENSCAFG00000042590	ENSCAFG00000042590
ENSCAFG00000013658	NR0B1
ENSCAFG00000013713	ENSCAFG00000013713
ENSCAFG00000007484	SNRNP35
ENSCAFG00000013747	TAB3
ENSCAFG00000043275	ENSCAFG00000043275
ENSCAFG00000023562	DMD
ENSCAFG00000048577	ENSCAFG00000048577
ENSCAFG00000048486	ENSCAFG00000048486
ENSCAFG00000047524	ENSCAFG00000047524
ENSCAFG00000013780	ENSCAFG00000013780
ENSCAFG00000028900	ENSCAFG00000028900
ENSCAFG00000044436	ENSCAFG00000044436
ENSCAFG00000030853	ENSCAFG00000030853
ENSCAFG00000013807	TMEM47
ENSCAFG00000013842	ENSCAFG00000013842
ENSCAFG00000028832	ENSCAFG00000028832
ENSCAFG00000047620	ENSCAFG00000047620
ENSCAFG00000024088	ENSCAFG00000024088
ENSCAFG00000008121	ENSCAFG00000008121
ENSCAFG00000044122	ENSCAFG00000044122
ENSCAFG00000043054	ENSCAFG00000043054
ENSCAFG00000049210	ENSCAFG00000049210
ENSCAFG00000013865	PRRG1
ENSCAFG00000024210	ENSCAFG00000024210
ENSCAFG00000047960	ENSCAFG00000047960
ENSCAFG00000046020	ENSCAFG00000046020
ENSCAFG00000023429	ENSCAFG00000023429
ENSCAFG00000013885	LANCL3
ENSCAFG00000028577	XK
ENSCAFG00000013933	CYBB
ENSCAFG00000013955	DYNLT3
ENSCAFG00000013969	SYTL5
ENSCAFG00000014003	RPGR
ENSCAFG00000041985	ENSCAFG00000041985
ENSCAFG00000014023	OTC
ENSCAFG00000029992	ENSCAFG00000029992
ENSCAFG00000014051	TSPAN7
ENSCAFG00000014056	MID1IP1
ENSCAFG00000014099	BCOR
ENSCAFG00000014111	ENSCAFG00000014111
ENSCAFG00000014116	ATP6AP2
ENSCAFG00000023832	ENSCAFG00000023832
ENSCAFG00000014123	ENSCAFG00000014123
ENSCAFG00000014129	CXHXorf38
ENSCAFG00000014141	MED14
ENSCAFG00000014207	ENSCAFG00000014207
ENSCAFG00000025044	ENSCAFG00000025044
ENSCAFG00000012234	ENSCAFG00000012234
ENSCAFG00000014251	DDX3X
ENSCAFG00000049396	ENSCAFG00000049396
ENSCAFG00000014254	NYX
ENSCAFG00000014358	CASK
ENSCAFG00000014406	GPR82
ENSCAFG00000041409	ENSCAFG00000041409
ENSCAFG00000014417	PPP1R2C
ENSCAFG00000014435	MAOA
ENSCAFG00000014451	MAOB
ENSCAFG00000014457	NDP
ENSCAFG00000014469	EFHC2
ENSCAFG00000043181	ENSCAFG00000043181
ENSCAFG00000014506	FUNDC1
ENSCAFG00000014525	DUSP21
ENSCAFG00000014589	KDM6A
ENSCAFG00000031215	DIPK2B
ENSCAFG00000028920	ENSCAFG00000028920
ENSCAFG00000014732	ZNF674
ENSCAFG00000014745	ENSCAFG00000014745
ENSCAFG00000014753	CHST7
ENSCAFG00000014767	SLC9A7
ENSCAFG00000014790	ENSCAFG00000014790
ENSCAFG00000014797	RP2
ENSCAFG00000014811	JADE3
ENSCAFG00000013837	ENSCAFG00000013837
ENSCAFG00000014821	RGN
ENSCAFG00000050012	ENSCAFG00000050012
ENSCAFG00000014834	NDUFB11
ENSCAFG00000014863	RBM10
ENSCAFG00000014944	UBA1
ENSCAFG00000015021	USP11
ENSCAFG00000015024	ENSCAFG00000015024
ENSCAFG00000045969	ZNF157
ENSCAFG00000015042	ENSCAFG00000015042
ENSCAFG00000015031	ZNF41
ENSCAFG00000048067	ENSCAFG00000048067
ENSCAFG00000015115	ARAF
ENSCAFG00000015146	SYN1
ENSCAFG00000015155	TIMP1
ENSCAFG00000015163	CFP
ENSCAFG00000015178	ELK1
ENSCAFG00000015183	UXT
ENSCAFG00000030447	ENSCAFG00000030447
ENSCAFG00000015170	ZNF81
ENSCAFG00000031525	ZNF630
ENSCAFG00000015307	ENSCAFG00000015307
ENSCAFG00000015326	SLC38A5
ENSCAFG00000015339	FTSJ1
ENSCAFG00000015435	PORCN
ENSCAFG00000015483	TBC1D25
ENSCAFG00000015485	RBM3
ENSCAFG00000015491	WDR13
ENSCAFG00000015519	WAS
ENSCAFG00000015545	SUV39H1
ENSCAFG00000015657	PCSK1N
ENSCAFG00000044089	GLOD5
ENSCAFG00000015572	GATA1
ENSCAFG00000015620	HDAC6
ENSCAFG00000015652	ERAS
ENSCAFG00000048286	ENSCAFG00000048286
ENSCAFG00000015681	SLC35A2
ENSCAFG00000015672	PQBP1
ENSCAFG00000015683	PIM2
ENSCAFG00000015689	OTUD5
ENSCAFG00000015697	KCND1
ENSCAFG00000015744	GRIPAP1
ENSCAFG00000015765	TFE3
ENSCAFG00000015776	CCDC120
ENSCAFG00000015785	WDR45
ENSCAFG00000015794	GPKOW
ENSCAFG00000031300	MAGIX
ENSCAFG00000015798	ENSCAFG00000015798
ENSCAFG00000015801	PRICKLE3
ENSCAFG00000045323	ENSCAFG00000045323
ENSCAFG00000015805	SYP
ENSCAFG00000015873	CACNA1F
ENSCAFG00000015922	CCDC22
ENSCAFG00000015934	FOXP3
ENSCAFG00000015938	PPP1R3F
ENSCAFG00000044623	ENSCAFG00000044623
ENSCAFG00000032005	ENSCAFG00000032005
ENSCAFG00000015941	ENSCAFG00000015941
ENSCAFG00000024512	ENSCAFG00000024512
ENSCAFG00000015971	CLCN5
ENSCAFG00000015984	AKAP4
ENSCAFG00000015996	CCNB3
ENSCAFG00000016002	ENSCAFG00000016002
ENSCAFG00000016018	DGKK
ENSCAFG00000016028	SHROOM4
ENSCAFG00000016037	BMP15
ENSCAFG00000045786	ENSCAFG00000045786
ENSCAFG00000007239	ENSCAFG00000007239
ENSCAFG00000016047	ENSCAFG00000016047
ENSCAFG00000016056	ENSCAFG00000016056
ENSCAFG00000016057	ENSCAFG00000016057
ENSCAFG00000028692	GSPT2
ENSCAFG00000016063	ENSCAFG00000016063
ENSCAFG00000016065	ENSCAFG00000016065
ENSCAFG00000016072	ENSCAFG00000016072
ENSCAFG00000041518	ENSCAFG00000041518
ENSCAFG00000031355	ENSCAFG00000031355
ENSCAFG00000016179	IQSEC2
ENSCAFG00000016133	KDM5C
ENSCAFG00000016080	TSPYL2
ENSCAFG00000016075	GPR173
ENSCAFG00000016241	SMC1A
ENSCAFG00000016274	RIBC1
ENSCAFG00000016277	HSD17B10
ENSCAFG00000016311	HUWE1
ENSCAFG00000016427	WNK3
ENSCAFG00000016421	ENSCAFG00000016421
ENSCAFG00000017286	ENSCAFG00000017286
ENSCAFG00000016455	GNL3L
ENSCAFG00000016444	FGD1
ENSCAFG00000016465	MAGED2
ENSCAFG00000016476	PFKFB1
ENSCAFG00000032712	ENSCAFG00000032712
ENSCAFG00000014310	APEX2
ENSCAFG00000014308	ALAS2
ENSCAFG00000016486	MAGEH1
ENSCAFG00000028624	FOXR2
ENSCAFG00000016503	RRAGB
ENSCAFG00000029489	ENSCAFG00000029489
ENSCAFG00000041482	ENSCAFG00000041482
ENSCAFG00000016508	KLF8
ENSCAFG00000031207	ENSCAFG00000031207
ENSCAFG00000041237	ENSCAFG00000041237
ENSCAFG00000044911	ENSCAFG00000044911
ENSCAFG00000046351	ENSCAFG00000046351
ENSCAFG00000016517	ENSCAFG00000016517
ENSCAFG00000048350	ENSCAFG00000048350
ENSCAFG00000016520	ENSCAFG00000016520
ENSCAFG00000023542	ENSCAFG00000023542
ENSCAFG00000016524	SPIN4
ENSCAFG00000031991	ENSCAFG00000031991
ENSCAFG00000016540	ARHGEF9
ENSCAFG00000016550	ASB12
ENSCAFG00000016554	ENSCAFG00000016554
ENSCAFG00000016559	ZC4H2
ENSCAFG00000031307	ZC3H12B
ENSCAFG00000016570	LAS1L
ENSCAFG00000016573	ENSCAFG00000016573
ENSCAFG00000016577	ENSCAFG00000016577
ENSCAFG00000045716	ENSCAFG00000045716
ENSCAFG00000016581	ENSCAFG00000016581
ENSCAFG00000016607	MSN
ENSCAFG00000016623	VSIG4
ENSCAFG00000016633	HEPH
ENSCAFG00000049584	ENSCAFG00000049584
ENSCAFG00000048226	ENSCAFG00000048226
ENSCAFG00000049380	ENSCAFG00000049380
ENSCAFG00000024530	ENSCAFG00000024530
ENSCAFG00000016649	ENSCAFG00000016649
ENSCAFG00000019031	ENSCAFG00000019031
ENSCAFG00000024323	ENSCAFG00000024323
ENSCAFG00000016656	AR
ENSCAFG00000030272	ENSCAFG00000030272
ENSCAFG00000012398	ENSCAFG00000012398
ENSCAFG00000016688	OPHN1
ENSCAFG00000042348	ENSCAFG00000042348
ENSCAFG00000016709	YIPF6
ENSCAFG00000016720	STARD8
ENSCAFG00000016728	PSMA4
ENSCAFG00000016734	EFNB1
ENSCAFG00000016746	FAM155B
ENSCAFG00000029925	EDA
ENSCAFG00000047028	ENSCAFG00000047028
ENSCAFG00000049155	ENSCAFG00000049155
ENSCAFG00000046675	ENSCAFG00000046675
ENSCAFG00000016752	AWAT2
ENSCAFG00000016754	OTUD6A
ENSCAFG00000016756	IGBP1
ENSCAFG00000023208	AWAT1
ENSCAFG00000016791	ARR3
ENSCAFG00000028800	PDZD11
ENSCAFG00000016831	KIF4A
ENSCAFG00000047651	ENSCAFG00000047651
ENSCAFG00000016850	GDPD2
ENSCAFG00000016874	DLG3
ENSCAFG00000016894	TEX11
ENSCAFG00000016908	ENSCAFG00000016908
ENSCAFG00000016925	FOXO4
ENSCAFG00000049512	CXorf65
ENSCAFG00000028978	IL2RG
ENSCAFG00000016972	MED12
ENSCAFG00000017010	NLGN3
ENSCAFG00000017023	GJB1
ENSCAFG00000017043	ZMYM3
ENSCAFG00000017071	NONO
ENSCAFG00000017081	ITGB1BP2
ENSCAFG00000017087	ENSCAFG00000017087
ENSCAFG00000017103	ENSCAFG00000017103
ENSCAFG00000017134	OGT
ENSCAFG00000023748	GCNA
ENSCAFG00000017146	CXCR3
ENSCAFG00000029083	ENSCAFG00000029083
ENSCAFG00000024175	NHSL2
ENSCAFG00000017151	RPS4X
ENSCAFG00000032230	ENSCAFG00000032230
ENSCAFG00000023690	ERCC6L
ENSCAFG00000017153	CITED1
ENSCAFG00000017157	HDAC8
ENSCAFG00000017179	PHKA1
ENSCAFG00000017186	ENSCAFG00000017186
ENSCAFG00000024517	ENSCAFG00000024517
ENSCAFG00000014077	ENSCAFG00000014077
ENSCAFG00000017188	NAP1L2
ENSCAFG00000017189	CDX4
ENSCAFG00000029933	CHIC1
ENSCAFG00000041651	ENSCAFG00000041651
ENSCAFG00000032517	ZCCHC13
ENSCAFG00000031123	ENSCAFG00000031123
ENSCAFG00000017195	SLC16A2
ENSCAFG00000017202	RLIM
ENSCAFG00000017206	NEXMIF
ENSCAFG00000017214	ABCB7
ENSCAFG00000017218	UPRT
ENSCAFG00000017223	ZDHHC15
ENSCAFG00000017225	MAGEE2
ENSCAFG00000041784	ENSCAFG00000041784
ENSCAFG00000017228	ENSCAFG00000017228
ENSCAFG00000017231	ENSCAFG00000017231
ENSCAFG00000017241	ENSCAFG00000017241
ENSCAFG00000029141	FGF16
ENSCAFG00000017252	ATRX
ENSCAFG00000017258	ENSCAFG00000017258
ENSCAFG00000047051	ENSCAFG00000047051
ENSCAFG00000017259	MAGT1
ENSCAFG00000042877	ENSCAFG00000042877
ENSCAFG00000017263	ATP7A
ENSCAFG00000041804	ENSCAFG00000041804
ENSCAFG00000017270	PGK1
ENSCAFG00000017278	TAF9B
ENSCAFG00000017282	CYSLTR1
ENSCAFG00000042602	ENSCAFG00000042602
ENSCAFG00000042345	ENSCAFG00000042345
ENSCAFG00000017290	LPAR4
ENSCAFG00000017292	ENSCAFG00000017292
ENSCAFG00000017294	P2RY10
ENSCAFG00000017299	TENT5D
ENSCAFG00000046786	ENSCAFG00000046786
ENSCAFG00000017327	BRWD3
ENSCAFG00000029864	ENSCAFG00000029864
ENSCAFG00000017353	SH3BGRL
ENSCAFG00000017358	ENSCAFG00000017358
ENSCAFG00000029363	ENSCAFG00000029363
ENSCAFG00000043889	ENSCAFG00000043889
ENSCAFG00000032442	ENSCAFG00000032442
ENSCAFG00000017368	POU3F4
ENSCAFG00000017370	CYLC1
ENSCAFG00000017373	RPS6KA6
ENSCAFG00000017380	HDX
ENSCAFG00000050053	ENSCAFG00000050053
ENSCAFG00000017381	ENSCAFG00000017381
ENSCAFG00000017383	APOOL
ENSCAFG00000017385	SATL1
ENSCAFG00000017391	ENSCAFG00000017391
ENSCAFG00000017397	ZNF711
ENSCAFG00000017401	POF1B
ENSCAFG00000017406	CHM
ENSCAFG00000017419	DACH2
ENSCAFG00000017412	ENSCAFG00000017412
ENSCAFG00000047538	ENSCAFG00000047538
ENSCAFG00000017445	KLHL4
ENSCAFG00000017450	ENSCAFG00000017450
ENSCAFG00000017457	ENSCAFG00000017457
ENSCAFG00000016013	ENSCAFG00000016013
ENSCAFG00000017468	NAP1L3
ENSCAFG00000046076	FAM133A
ENSCAFG00000044857	ENSCAFG00000044857
ENSCAFG00000032341	ENSCAFG00000032341
ENSCAFG00000017472	ENSCAFG00000017472
ENSCAFG00000017479	DIAPH2
ENSCAFG00000017487	ENSCAFG00000017487
ENSCAFG00000017495	ENSCAFG00000017495
ENSCAFG00000048930	ENSCAFG00000048930
ENSCAFG00000017503	ENSCAFG00000017503
ENSCAFG00000017506	ENSCAFG00000017506
ENSCAFG00000041271	ENSCAFG00000041271
ENSCAFG00000017514	PCDH19
ENSCAFG00000049578	ENSCAFG00000049578
ENSCAFG00000017519	TNMD
ENSCAFG00000017521	TSPAN6
ENSCAFG00000017527	SRPX2
ENSCAFG00000017529	SYTL4
ENSCAFG00000049620	ENSCAFG00000049620
ENSCAFG00000017551	CSTF2
ENSCAFG00000017568	NOX1
ENSCAFG00000045778	ENSCAFG00000045778
ENSCAFG00000030082	XKRX
ENSCAFG00000029593	TMEM35A
ENSCAFG00000017593	CENPI
ENSCAFG00000017618	DRP2
ENSCAFG00000017627	TAF7L
ENSCAFG00000017633	TIMM8A
ENSCAFG00000017669	BTK
ENSCAFG00000017688	ENSCAFG00000017688
ENSCAFG00000017692	GLA
ENSCAFG00000017693	HNRNPH2
ENSCAFG00000017697	ARMCX4
ENSCAFG00000023802	ARMCX1
ENSCAFG00000017702	ARMCX6
ENSCAFG00000017704	ARMCX3
ENSCAFG00000017705	ARMCX2
ENSCAFG00000017721	ENSCAFG00000017721
ENSCAFG00000017730	ZMAT1
ENSCAFG00000044419	ENSCAFG00000044419
ENSCAFG00000017731	ENSCAFG00000017731
ENSCAFG00000017734	BEX5
ENSCAFG00000028462	ENSCAFG00000028462
ENSCAFG00000031569	ENSCAFG00000031569
ENSCAFG00000046267	ENSCAFG00000046267
ENSCAFG00000017771	ENSCAFG00000017771
ENSCAFG00000030854	ENSCAFG00000030854
ENSCAFG00000043740	ENSCAFG00000043740
ENSCAFG00000017774	ARMCX5
ENSCAFG00000017775	GPRASP1
ENSCAFG00000017782	BHLHB9
ENSCAFG00000017778	GPRASP2
ENSCAFG00000024178	BEX3
ENSCAFG00000017795	ENSCAFG00000017795
ENSCAFG00000041056	ENSCAFG00000041056
ENSCAFG00000024146	ENSCAFG00000024146
ENSCAFG00000017797	TCEAL1
ENSCAFG00000017798	MORF4L2
ENSCAFG00000017804	GLRA4
ENSCAFG00000031358	TMEM31
ENSCAFG00000017811	PLP1
ENSCAFG00000017812	RAB9B
ENSCAFG00000015167	ENSCAFG00000015167
ENSCAFG00000044244	ENSCAFG00000044244
ENSCAFG00000017817	SLC25A53
ENSCAFG00000023289	ENSCAFG00000023289
ENSCAFG00000044053	ENSCAFG00000044053
ENSCAFG00000048396	ENSCAFG00000048396
ENSCAFG00000017824	ENSCAFG00000017824
ENSCAFG00000017828	FAM199X
ENSCAFG00000050007	ENSCAFG00000050007
ENSCAFG00000023214	ESX1
ENSCAFG00000017859	IL1RAPL2
ENSCAFG00000017850	ENSCAFG00000017850
ENSCAFG00000017883	NRK
ENSCAFG00000017885	SERPINA7
ENSCAFG00000024703	ENSCAFG00000024703
ENSCAFG00000049823	ENSCAFG00000049823
ENSCAFG00000017887	ENSCAFG00000017887
ENSCAFG00000045113	ENSCAFG00000045113
ENSCAFG00000017914	RADX
ENSCAFG00000017931	RNF128
ENSCAFG00000017944	TBC1D8B
ENSCAFG00000029100	RIPPLY1
ENSCAFG00000031946	CLDN2
ENSCAFG00000017953	MORC4
ENSCAFG00000017959	RBM41
ENSCAFG00000017963	NUP62CL
ENSCAFG00000017968	PIH1D3
ENSCAFG00000017969	ENSCAFG00000017969
ENSCAFG00000049067	ENSCAFG00000049067
ENSCAFG00000017972	FRMPD3
ENSCAFG00000017976	PRPS1
ENSCAFG00000029920	TSC22D3
ENSCAFG00000017992	MID2
ENSCAFG00000018000	ENSCAFG00000018000
ENSCAFG00000032176	ENSCAFG00000032176
ENSCAFG00000049607	ENSCAFG00000049607
ENSCAFG00000018004	VSIG1
ENSCAFG00000018007	PSMD10
ENSCAFG00000018009	ATG4A
ENSCAFG00000018016	COL4A6
ENSCAFG00000042794	ENSCAFG00000042794
ENSCAFG00000018020	COL4A5
ENSCAFG00000041410	ENSCAFG00000041410
ENSCAFG00000018028	IRS4
ENSCAFG00000047816	ENSCAFG00000047816
ENSCAFG00000018034	GUCY2F
ENSCAFG00000018044	ENSCAFG00000018044
ENSCAFG00000028574	NXT2
ENSCAFG00000018048	KCNE5
ENSCAFG00000042074	ENSCAFG00000042074
ENSCAFG00000018063	ACSL4
ENSCAFG00000030164	ENSCAFG00000030164
ENSCAFG00000018083	TMEM164
ENSCAFG00000041246	ENSCAFG00000041246
ENSCAFG00000018090	AMMECR1
ENSCAFG00000028573	RTL9
ENSCAFG00000018117	CHRDL1
ENSCAFG00000018154	PAK3
ENSCAFG00000018175	CAPN6
ENSCAFG00000018179	DCX
ENSCAFG00000045607	ENSCAFG00000045607
ENSCAFG00000041717	ENSCAFG00000041717
ENSCAFG00000046454	SERTM2
ENSCAFG00000046609	ENSCAFG00000046609
ENSCAFG00000018189	ENSCAFG00000018189
ENSCAFG00000018196	ENSCAFG00000018196
ENSCAFG00000018204	TRPC5
ENSCAFG00000044064	TRPC5OS
ENSCAFG00000047506	ENSCAFG00000047506
ENSCAFG00000018212	RTL4
ENSCAFG00000018215	LHFPL1
ENSCAFG00000018218	AMOT
ENSCAFG00000024130	ENSCAFG00000024130
ENSCAFG00000049220	ENSCAFG00000049220
ENSCAFG00000043605	ENSCAFG00000043605
ENSCAFG00000018225	ENSCAFG00000018225
ENSCAFG00000029120	HTR2C
ENSCAFG00000024861	ENSCAFG00000024861
ENSCAFG00000018230	IL13RA2
ENSCAFG00000018236	LRCH2
ENSCAFG00000018242	LUZP4
ENSCAFG00000018250	PLS3
ENSCAFG00000018264	AGTR2
ENSCAFG00000018266	SLC6A14
ENSCAFG00000028660	CT83
ENSCAFG00000018270	ENSCAFG00000018270
ENSCAFG00000018272	KLHL13
ENSCAFG00000018287	WDR44
ENSCAFG00000018332	DOCK11
ENSCAFG00000047880	ENSCAFG00000047880
ENSCAFG00000018359	IL13RA1
ENSCAFG00000018363	LONRF3
ENSCAFG00000018366	KIAA1210
ENSCAFG00000043481	ENSCAFG00000043481
ENSCAFG00000018372	PGRMC1
ENSCAFG00000018374	ENSCAFG00000018374
ENSCAFG00000018378	SLC25A43
ENSCAFG00000018384	SLC25A5
ENSCAFG00000018402	UBE2A
ENSCAFG00000018390	CXHXorf56
ENSCAFG00000018411	NKRF
ENSCAFG00000018419	SEPTIN6
ENSCAFG00000046992	ENSCAFG00000046992
ENSCAFG00000047807	ENSCAFG00000047807
ENSCAFG00000018426	UPF3B
ENSCAFG00000017792	ENSCAFG00000017792
ENSCAFG00000018430	ENSCAFG00000018430
ENSCAFG00000044483	ENSCAFG00000044483
ENSCAFG00000034388	ENSCAFG00000034388
ENSCAFG00000018433	NKAP
ENSCAFG00000044927	ENSCAFG00000044927
ENSCAFG00000045966	MTRNR2L3
ENSCAFG00000030907	ENSCAFG00000030907
ENSCAFG00000018454	ENSCAFG00000018454
ENSCAFG00000031349	ENSCAFG00000031349
ENSCAFG00000023631	ZBTB33
ENSCAFG00000041618	ENSCAFG00000041618
ENSCAFG00000018461	TMEM255A
ENSCAFG00000018484	ATP1B4
ENSCAFG00000018510	LAMP2
ENSCAFG00000018537	CUL4B
ENSCAFG00000018545	MCTS1
ENSCAFG00000018547	C1GALT1C1
ENSCAFG00000042169	ENSCAFG00000042169
ENSCAFG00000042111	ENSCAFG00000042111
ENSCAFG00000018548	ENSCAFG00000018548
ENSCAFG00000018552	ENSCAFG00000018552
ENSCAFG00000018564	GRIA3
ENSCAFG00000018574	THOC2
ENSCAFG00000018577	XIAP
ENSCAFG00000018587	STAG2
ENSCAFG00000002335	ENSCAFG00000002335
ENSCAFG00000047983	ENSCAFG00000047983
ENSCAFG00000029891	SH2D1A
ENSCAFG00000018631	TENM1
ENSCAFG00000029138	ENSCAFG00000029138
ENSCAFG00000018646	ENSCAFG00000018646
ENSCAFG00000018651	ENSCAFG00000018651
ENSCAFG00000018654	PRR32
ENSCAFG00000044812	ENSCAFG00000044812
ENSCAFG00000018658	ACTRT1
ENSCAFG00000018660	ENSCAFG00000018660
ENSCAFG00000046760	ENSCAFG00000046760
ENSCAFG00000018673	SMARCA1
ENSCAFG00000018690	OCRL
ENSCAFG00000049840	ENSCAFG00000049840
ENSCAFG00000018700	XPNPEP2
ENSCAFG00000018703	SASH3
ENSCAFG00000018705	ZDHHC9
